,title,guid,specialization,city,companyName,totalCompensation,totalCompensationNumber,totalCompensationDetails,baseSalary,baseSalaryNumber,oldYearForData,otherContext
2834,Design Engineer ,3qkzwpyampqztybdlwn1r,,Veldhoven,ASML,"€62,000",62000,"€62K salary, €10K benefits","€5,167/month",62000,2021,
2835,Senior Software Engineer,6wkzvtx2pxl9nyu5nl2g,,Amsterdam (hybrid option),funda,"€72,000",72000,€72K salary,"€6,000/month",72000,2022,
2836,Senior Product Designer,8tkzvfoiyzda5eoo25mt9,,Amsterdam (hybrid option),ServiceNow,"€107,000",107000,"€80K salary, €8K bonus, €20K equity/year","€6,625/month",79500,2021,
2837,Principal Tech Lead,t3kzwv9z9ufvblnxxmu5d,,Utrecht (flexible days),Bol.com,"€114,000",114000,"€102K salary, €12K bonus, €12K benefits","€8,478/month",102000,2022,
2838,Product Manager,bzkzxt08j8a1wuiphzey5,,Amsterdam (hybrid option),Bloomreach,"€79,000",79000,"€75K salary, €4K bonus","€6,250/month",75000,2022,
2839,🔒 Senior-level position within software engineering,8fkzvtt1zu671us05vxo9,,Amsterdam (hybrid option),Adyen,"€90,000",90000,"€75K salary, €15K equity/year, €5K relocation","€6,250/month",75000,2022,
2840,Frontend Developer,xeky7abak8sg5utxcbxt,,Amsterdam,TAUS,"€48,000",48000,€48K salary,"€3,996/month",48000,2022,
2841,🔒 Senior-level position within software engineering,0vky2r0udx01nqlpqpk0bo,,Amsterdam (hybrid option),Adyen,"€57,000",57000,€57K salary,"€4,733/month",57000,2022,
2842,Senior Software Developer,pqkylqk73fe9xi4wkmmd7,,Amsterdam (flexible days),JetBrains,"€117,000",117000,"€97K salary, €20K bonus, €6K benefits, €10K relocation","€8,042/month",96500,2022,
2843,Software Engineer,5kkyj0et7n3yr9l4vfddr,,Amsterdam (flexible days),BUX,"€65,000",65000,€65K salary,"€5,417/month",65000,2021,
2844,Senior systems engineer,kgkyf4fdpcqf0bc4v64jl,,Amsterdam (hybrid option),Backbase,"€58,000",58000,"€58K salary, €2K relocation","€4,850/month",58000,2021,
2845,Data Engineer,pakyeg82ad401olt32rle,,Amsterdam (hybrid option),ABN AMRO,"€109,000",109000,€109K salary,"€9,120/month (€60/hour)",109000,2022,Freelance
2846,Senior Software Engineer,4hkycvh43hq1sog6x93ci,,Utrecht (hybrid option),WeTransfer,"€80,000",80000,"€80K salary, €4K benefits","€6,667/month",80000,2021,
2847,Senior Software Engineer,ssky6zj1xychulagoip15,,Amsterdam,Adyen,"€92,000",92000,"€90K salary, €2K equity/year","€7,500/month",90000,2022,
2848,Mid-level software engineer (Frontend),cpky21zi1n825oxn2cus3,,Amsterdam,🔒 InsurTech Startup,"€56,000",56000,€56K salary,"€4,667/month",56000,2022,
2849,SCADA Project Manager,zlkxcfy9kqxd03pjcsxx,,Flexible days,🔒 Energy consulting company,"€58,500",58500,"€49K salary, €10K bonus","€4,050/month",48600,2021,
2850,Lead Software Engineer,j7kwvarrkoiy61ajo94ub,,Amsterdam,🔒 Robotics company,"€70,000",70000,"€70K salary, €5K benefits","€5,850/month",70000,2021,
2851,System engineer,ltkx93xeq4w6m105krfu9,,Zuid Holland,🔒 Optimization software provider,"€37,800",37800,€38K salary,"€3,150/month",37800,2019,
2852,Senior support technician,3ekwvt4aq5fjrcq0uzdnd,,Hybrid option,🔒 Publishing company,"€47,300",47300,"€45K salary, €3K bonus","€3,726/month",44700,2021,
2853,🔒 Mid-level position within software engineering,hnkzymyy0ct4k3rxkvym,,Amsterdam (flexible days),Miro,"€99,000",99000,"€99K salary, €10K benefits, €8K relocation","€8,250/month",99000,2022,
2854,🔒 Senior-level position within software engineering,zvkzx5ink44oode6j9lc4,,Rotterdam,Coolblue,"€84,500",84500,€84K salary,"€7,036/month",84500,2022,
2855,Principal Java Engineer,n8kzy42gwtu2i65py1iwt,,Veghel (flexible days),Jumbo,"€69,500",69500,"€68K salary, €1K bonus","€5,667/month",68000,2022,
2856,PLC engineer,a4kwv9rh6tzjs6n2grlmp,,Breda (flexible days),🔒 Automotive industry company,"€48,000",48000,€48K salary,"€4,000/month",48000,2021,
2857,DevOps Engineer,0wkx90i1nwd73x67gwj46,,Ranstad (hybrid option),Ahold Delhaize,"€53,000",53000,"€46K salary, €7K bonus, €16K benefits","€3,840/month",46100,2021,
2858,IT auditor,d9kwvgqah3n0z8fx7ijn,,Hybrid option,🔒 Mobility industry consulting,"€46,800",46800,"€45K salary, €2K bonus, €2K benefits","€3,750/month",45000,2021,
2859,Lead Developer,o8kwvb47pmms7u1f157a,,Amsterdam (flexible days),🔒 Digital marketing company,"€85,000",85000,€85K salary,"€7,083/month",85000,2021,
2860,Junior Software Engineer ,hfkwv7ay9d6bytrmi6jet,,,🔒 Business software provider,"€33,600",33600,€34K salary,"€2,800/month",33600,2021,
2861,Financial SWIFT IT Operations Consultant,ljkwvurukggkdex60wa1,,Rotterdam (flexible days),DV IT-services BV,"€97,500",97500,€98K salary,"€8,140/month",97500,2021,Freelance
2862,ICT Engineer,55kww1qi5vpzy2hwzk5m,,Hilversum (flexible days),Beeld en Geluid,"€50,500",50500,€50K salary,"€4,200/month",50500,2021,
2863,Dev ops software engineer ,38kwwl6le0vjcplfzt83h,,Renswoude (flexible days),A.S. Watson Group,"€41,500",41500,€41K salary,"€3,456/month",41500,2021,
2864,Software Developer,sxkwwllskjzwg26lnobwp,,Enschede,🔒 Healthcare software company,"€52,000",52000,"€52K salary, €1K benefits","€4,320/month",52000,2021,
2865,Backend Java Engineer,1ykwwr6ghp7si8cdkesem,,Almere,🔒 Transport solutions company,"€67,000",67000,€67K salary,"€5,583/month",67000,2021,
2866,Engineer,62kwy2eyly2kll0eoae4z,,Enschede,🔒 Industrial manufacturer,"€40,800",40800,€41K salary,"€3,400/month",40800,2021,
2867,Senior Solutions Architect,r5kzi6vzje5myf358xohe,,Amsterda (flexible days),🔒 Cloud platform,"€118,000",118000,"€102K salary, €16K sign-on","€8,500/month",102000,2022,
2868,🔒 Above senior-level position within product &amp; program management,fpkzjmulgpzj2nfe97de,,,Adyen,"€82,000",82000,"€80K salary, €2K equity/year","€6,667/month",80000,2022,
2869,Implementation Consultant,ofkwz1dt8q9wr7v09n3s,,Nijmegen,AMCS Group,"€54,500",54500,"€50K salary, €5K bonus","€4,180/month",50000,2021,
2870,Inside Sales,g2kwv98k71uzhv42lxfo,,Vianen,🔒 IT services provider,"€36,000",36000,€36K salary,"€3,000/month",36000,2021,
2871,Team lead,4gkwxvcp7fk5oa9j3hhy9,,Amsterdam,🔒 Fashion tech provider,"€94,500",94500,"€86K salary, €9K bonus","€7,167/month",86000,2021,
2872,Principal Researcher,y1kxk31sq8pwmks9zfixa,,,🔒 Cyber security company,"€105,000",105000,"€92K salary, €14K bonus","€7,633/month",91500,2021,
2873,IT Manager,d3kwvaq74qg4gp80ihh8n,,Sassenheim (flexible days),🔒 International hotel supply company,"€50,500",50500,€50K salary,"€4,200/month",50500,2021,
2874,Tech lead,iskybggukcw1zu5g900pi,,Groningen,Atos,"€58,000",58000,"€53K salary, €4K bonus, €1K sign-on","€4,400/month",53000,2022,
2875,Fullstack Engineer,7gkxrr545w9vbkpvosbtv,,The Hague (hybrid option),🔒 Insurance company,"€78,000",78000,"€78K salary, €17K benefits, €9K relocation","€6,518/month",78000,2021,
2876,System Integration Engineer,bpkww16ev2u0kglh4d8y,,Eindhoven (flexible days),🔒 Specialized hardware manufacturer,"€45,300",45300,"€42K salary, €3K bonus","€3,525/month",42300,2021,
2877,Senior Software Engineer,zdkxkh35c1auulmgd5oj4,,Hilversum (flexible days),ActiveVideo,"€104,000",104000,"€95K salary, €9K bonus","€7,884/month",94500,2021,
2878,Senior Software Engineer,n3kx05zteemi0g7x6b8sm,,Haarlem (flexible days),Sytac,"€79,000",79000,"€75K salary, €4K bonus, €5K benefits","€6,250/month",75000,2021,
2879,Software Engineer,xakwwi2rdsmhqbx9wtdnf,,Hybrid option,🔒 Service provider,"€41,400",41400,€41K salary,"€3,450/month",41400,2021,
2880,Software Engineer,mrkybiu0h1dye92kozo1i,,Amsterdam (hybrid option),Disney Streaming,"€85,000",85000,"€64K salary, €4K bonus, €17K equity/year, €15K relocation","€5,333/month",64000,2021,
2881,🔒 Above senior-level position within software engineering,dlky1tng4g4eu26x4ty0a,,Amsterdam (remote from anywhere),MessageBird,"€96,000",96000,€96K salary,"€8,000/month",96000,2022,
2882,Senior Frontend Engineer,0oky19wyblwvsks105k0s,,Amsterdam (hybrid option),Box,"€148,000",148000,"€112K salary, €36K equity/year, €2K benefits","€9,333/month",112000,2021,
2883,Medior software engineer,dskwv7dlbjxz8kdzfocy,,Hybrid option,🔒 Software house,"€65,000",65000,"€50K salary, €15K bonus","€4,150/month",49800,2021,
2884,Lead Cloud Support Administrator,hxkww3w22i4loua8929dm,,Amstelveen (flexible days),OpenText,"€75,500",75500,€76K salary,"€6,292/month",75500,2021,
2885,DevOps,eqkwwfwr9vzqwrf5gkzra,,Amsterdam,FUGA,"€65,000",65000,"€65K salary, €3K benefits","€5,417/month",65000,2021,
2886,Senior software Engineer,lrkx3nh7uoy8ltx4w3gvr,,Amsterdam,🔒 Video surveillance provider,"€65,000",65000,€65K salary,"€5,400/month",65000,2021,
2887,software engineer,lqkx0rsh0l8raalbh240m,,baarn,Roosterplatform,"€63,500",63500,€64K salary,"€5,310/month",63500,,
2888,Senior Software Engineer,onkx4ozhe3hbs95yvocp8,,Amsterdam (flexible days),HeadFWD,"€53,000",53000,"€53K salary, €8K benefits","€4,400/month",53000,2021,
2889,🔒 Mid-level position within data science,pgky7m3iqzfd9cjskjmo6,,Amsterdam (hybrid option),Elsevier,"€59,000",59000,€59K salary,"€4,917/month",59000,2021,
2890,Senior UX Designer,nmkxspqzcrasei27is4r7,,Rotterdam (flexible days),🔒 Energy provider,"€57,000",57000,€57K salary,"€4,750/month",57000,2021,
2891,Integration Architect,cikws3zfrcnr6vgdngspc,,Amsterdam (hybrid option),o9 Solutions,"€124,000",124000,"€108K salary, €16K bonus, €3K benefits","€9,000/month",108000,2021,
2892,🔒 Senior-level position within software engineering,ynkwadqhtwaupq9nxnto4,,Amsterdam (hybrid option),Mobiquity,"€80,000",80000,"€76K salary, €4K bonus, €5K benefits","€6,350/month",76000,2021,
2893,Software Engineer,mhkvwdb7e7oeacpirxk1,,Amsterdam (remote from anywhere),🔒 Image processing service,"€168,000",168000,"€158K salary, €10K equity/year","€13,167/month",158000,2021,
2894,Senior Developer,qskwaz2g0kf46xh0f1idq,,Amsterdam,🔒 On-line reservations company,"€51,500",51500,€52K salary,"€4,300/month",51500,2021,
2895,Senior Software Engineer,udkwdzf0ntr039tjjeqtd,,Rotterdam (flexible days),🔒 Digital identity provider,"€62,500",62500,"€58K salary, €5K bonus, €1K benefits","€4,833/month",58000,2021,
2896,Software Engineer,w6kvrzce5cmxztuuwgika,,Deventer (flexible days),🔒 IT service provider company,"€41,700",41700,"€38K salary, €4K bonus, €3K benefits","€3,132/month",37600,2020,
2897,Lead Software Engineer,mgkvr03yrxvl91p0gcbb7,,Zuid-Holland (hybrid option),🔒 local startup,"€80,000",80000,"€80K salary, €3K benefits","€6,667/month",80000,2021,
2898,Engineering Lead,m8kvphs58h155kc5jkaul,,Amsterdam (hybrid option),FIBR,"€90,000",90000,"€75K salary, €15K bonus","€6,250/month",75000,2021,
2899,Software engineer,8rkvpbqwbqlso1e23d1xp,,Deventer,🔒 Digital agency,"€50,500",50500,"€44K salary, €6K bonus","€3,700/month",44400,2021,
2900,DevOps Engineer,uekucxqwgz49ewaif5pkb,,Amersfoort,🔒 IT service provider,"€155,000",155000,€155K salary,"€12,920/month (€85/hour)",155000,2021,Freelance
2901,Senior Software Engineer,zykvmtr4irhr4en4cz5o8,,Amsterdam,🔒 Trading company,"€79,000",79000,"€72K salary, €7K bonus","€6,000/month",72000,2021,
2902,Rendering Engineer,5jkvh9g1rsf5rxf3idzhb,,Breda,🔒 Cloud graphics company,"€81,000",81000,€81K salary,"€6,750/month",81000,2021,
2903,Android Engineer,d3kv3qb7143qcqumnca5v,,Amsterdam,🔒 Music events company,"€62,500",62500,€63K salary,"€5,220/month",62500,2021,
2904,Front-end Developer,y0kvhvrck16tf5okin5qr,,,🔒 Mobile apps agency,"€51,500",51500,€51K salary,"€4,280/month",51500,2021,
2905,Senior Architect,q5kv9e4y8r9dl0szvu1t9,,,🔒 Logistics company,"€87,000",87000,€87K salary,"€7,250/month",87000,2021,
2906,Junior Frontend Developer,8ikwvvf8iyzxae3alzgh,,Amsterdam (flexible days),🔒 Sports apparel company,"€30,000",30000,€30K salary,"€2,500/month",30000,2021,
2907,Senior Data Engineer,kbkwvb53vewtsb3v9q2yl,,Amsterdam (flexible days),🔒 Automotive commerce company,"€86,000",86000,€86K salary,"€7,167/month",86000,2021,
2908,iOS Engineer,cdkw4ojtw9lqlrqusvgpq,,Amsterdam (hybrid option),🔒 Local startup,"€65,000",65000,"€65K salary, €1K benefits, €5K relocation","€5,417/month",65000,2021,
2909,Implementation consultant ,z0kvf27mulja2akbi9rhl,,Heteren (hybrid option),Axxerion,"€40,300",40300,"€37K salary, €3K bonus","€3,100/month",37200,2021,
2910,Senior Software Engineer,w6kulu3ex61fbwfdqera7,,Amsterdamn,🔒 Digital transformation services,"€36,000",36000,€36K salary,"€3,000/month",36000,2021,
2911,Software developer,ezkvgib1hem5d5l4zkdh,,Amsterdam,SeeTickets,"€56,000",56000,€56K salary,"€4,680/month",56000,2020,
2912,Senior Fullstack Developer,tckv2gm39s3ljzy0qq9wa,,Amsterdam (flexible days),🔒 Technical services company,"€65,000",65000,"€65K salary, €1K relocation","€5,417/month",65000,2021,
2913,Head of Engineering,vbkuq4yty8182brzzurgh,,Amsterdam (flexible days),🔒 E-commerce company,"€100,000",100000,"€91K salary, €9K bonus","€7,567/month",91000,2021,
2914,Tech lead,fykvbaoifweg8rvkxrym,,Flexible days,🔒 Environmental protection industry,"€58,500",58500,€58K salary,"€4,860/month",58500,2021,
2915,Senior Software Engineer,ejkuyf1yikoinf8p3gyek,,Amsterdam (flexible days),Evolution,"€82,000",82000,€82K salary,"€6,833/month",82000,2021,
2916,Data Engineer,lzkyuq01zwff7d9e1rb5q,,Flexible days,Royal Dutch Shell,"€125,000",125000,"€100K salary, €10K bonus, €15K sign-on, €8K relocation","€8,333/month",100000,2022,
2917,Software Engineer,v2kyuhbqamyfjkza2rtwq,,Amsterdam (flexible days),Flow Traders,"€85,000",85000,"€70K salary, €15K bonus, €6K benefits","€5,833/month",70000,2021,
2918,Tech Lead,97kyyiq81pbvdy86jaja6,,Rotterdam (hybrid option),Mendix,"€82,000",82000,€82K salary,"€6,833/month",82000,2022,
2919,Data Engineer,6dkucqudv9ajpeox1zr1,,Amsterdam / Randstad,🔒 Business Intelligence solutions,"€60,500",60500,"€55K salary, €6K bonus, €15K benefits","€4,550/month",54500,2021,
2920,Senior Software Engineer,5bkuqz7pvw144tr6b3iz7g,,Eindhoven,Luxoft,"€70,500",70500,"€70K salary, €0K bonus, €3K relocation","€5,833/month",70000,2021,
2921,Senior Software Developer,39kurf2dnj0mjhvm6zbv,,Rotterdam,🔒 Personal budget management company,"€63,000",63000,€63K salary,"€5,250/month",63000,2021,
2922,Lead Software engineer,qykxofn6ay1d1txhb5ry9,,Deventer,Topicus,"€58,000",58000,"€53K salary, €5K bonus","€4,400/month",53000,2021,
2923,Senior Software Engineer,xhky8i7lx9by6p9aggisv,,Veghel,Jumbo,"€71,000",71000,"€70K salary, €1K bonus","€5,850/month",70000,2021,
2924,Software Engineer,rwky8hkjmq36954h8hrcj,,Veghel (flexible days),Jumbo,"€62,500",62500,"€61K salary, €1K bonus","€5,112/month",61500,2022,
2925,BI Lead,lwkxfrv6qe1cro75rgln8h,,Rotterdam (flexible days),Unilever,"€84,500",84500,"€72K salary, €11K bonus, €2K equity/year, €20K benefits","€6,000/month",72000,2021,
2926,Senior Software Engineer,91kuzpu49ar4b36buv27m,,Amsterdam (hybrid option),albelli,"€71,000",71000,"€71K salary, €5K relocation","€5,917/month",71000,2021,
2927,Systems Engineer,tbkucrigs239g8h5n6fl7,,Utrecht (remote within country),🔒 Computer networking company,"€149,000",149000,"€85K salary, €15K bonus, €49K equity/year","€7,074/month",85000,2021,
2928,BI Architect,oykuckkt5sdf8g7whica,,Flexible days,🔒 Data analytics company,"€71,000",71000,€71K salary,"€5,911/month",71000,2021,
2929,Consultant,t7kucij3lhxiy08kbdp3,,,🔒 IT consulting company,"€72,500",72500,"€69K salary, €3K bonus, €20K benefits","€5,750/month",69000,2021,
2930,Integration Engineer,1lkuc9ue26x986wxulb,,Veghel (flexible days),🔒 Logistics automation,"€50,000",50000,€50K salary,"€4,171/month",50000,2021,
2931,Senior Software Engineeer,m3kub7z2aj0suf85swoxth,,Utrecht,🔒 Software house,"€75,000",75000,"€75K salary, €3K benefits","€6,250/month",75000,2021,
2932,Front-end Engineer,0pkuce9p8uqgbmy619r59,,Eindhoven (hybrid option),🔒 Cyber security company,"€31,200",31200,€31K salary,"€2,600/month",31200,2021,
2933,🔒 Senior-level position within software engineering,1pkxwz29i4gvsg5618xwd,,Flexible days,Miro,"€108,000",108000,"€95K salary, €13K equity/year, €5K benefits","€7,917/month",95000,2021,
2934,Project Engineer,9ikxtjugsmey21qgp1u8,,Nord-Brabant,MSD,"€92,000",92000,€92K salary,"€7,667/month",92000,2021,Freelance
2935,Software engineer ,5ekwvuxyomvbzleveuss,,Eindhoven,🔒 Outsourcing company,"€48,000",48000,€48K salary,"€4,000/month",48000,2021,
2936,UX designer,hokub4q8aalwksk2fncyj,,Leiden,🔒 Security solutions company,"€43,800",43800,€44K salary,"€3,650/month",43800,2021,
2937,Software developer,51kucb4r28zo2z185eid,,Oss (hybrid option),🔒 Communication solutions company,"€41,000",41000,"€39K salary, €2K bonus, €3K benefits","€3,250/month",39000,2021,
2938,Senior Cloud Consultant,ajkucmvkkzj26t9wsiz8,,Bunnik (hybrid option),I-Share Consultants,"€63,500",63500,"€60K salary, €4K bonus, €0K benefits","€5,000/month",60000,2021,
2939,Senior Data Engineer,eqkuco6p7deursjrp204,,Amsterdam,🔒 Data and Machine Learning Consultancy,"€62,500",62500,"€55K salary, €8K bonus, €10K benefits","€4,583/month",55000,2021,
2940,Data Engineer,kxkucmpfnzpa620z4l1ph,,Flexible days,🔒 Consumer goods company,"€59,500",59500,"€55K salary, €4K bonus","€4,583/month",55000,2021,
2941,Java Developer,5vkucbu9dz5rypmbrdi53,,Amsterdam (flexible days),🔒 subsidiary of well known German IT Company,"€52,000",52000,"€52K salary, €1K benefits","€4,320/month",52000,2021,
2942,Solutions architect,znkxdliljnp9li8qwt2ue,,Veghel (flexible days),🔒 Logistics automation,"€65,500",65500,€66K salary,"€5,476/month",65500,2021,
2943,iOS Engineer,gckwwj9izzj06c8lpaxyq,,Amsterdam,Emesa,"€59,500",59500,"€55K salary, €4K bonus","€4,583/month",55000,2020,
2944,Software Engineer,3ckub38xszhk7vx8ykyvj,,Groningen,🔒 Dutch Government,"€49,500",49500,"€43K salary, €7K bonus","€3,546/month",42600,2021,
2945,Research specialist ,0xkub2jo7hznf59b0yf8,,Arnhem,Alliander ,"€57,000",57000,"€55K salary, €2K bonus","€4,605/month",55500,2021,
2946,Senior Dynamics 365 Technical Consultant ,0zkuazw6796cxxa4c2ovc,,Hoofddorp,🔒 Digital agency,"€60,500",60500,"€60K salary, €1K bonus","€5,000/month",60000,2019,
2947,Senior Software Engineer,tokuazhfppx3s1er2ckon,,,🔒 IoT company,"€66,000",66000,€66K salary,"€5,500/month",66000,2021,
2948,Project engineer (mechanical),yjkuaz9c4pfucx6j9jnvk,,Limburg (flexible days),🔒 Water management company,"€42,000",42000,€42K salary,"€3,500/month",42000,2021,
2949,Lead Data Scientist,o1kuawg6w3wjnuxiv5aj,,,🔒 Education company,"€78,000",78000,€78K salary,"€6,500/month",78000,2019,
2950,Tech lead,btku5491b3qcfzi5o3khd,,Amsterdam (flexible days),AND Digital,"€105,000",105000,"€105K salary, €9K benefits","€8,750/month",105000,2021,
2951,Software engineer,i4kv4z81tvnc5i2rfssj9,,Amsterdam,🔒 Entertainment company,"€104,000",104000,"€90K salary, €14K bonus, €2K relocation","€7,500/month",90000,2021,
2952,Product Designer,7nku3nsatfc2sw5ttois,,Delft (flexible days),🔒 IT service provider,"€37,000",37000,€37K salary,"€3,083/month",37000,2021,
2953,Senior engineer,zbku0qy3i7qq031lvjdp,,Amesterdam,HCL Technologies,"€75,000",75000,"€70K salary, €5K bonus, €2K relocation","€5,833/month",70000,2021,
2954,Senior Platform Engineer,e5ktq2in9qc1km8j4xdg7,,Amsterdam (flexible days),ERIKS Digital,"€70,000",70000,€70K salary,"€5,833/month",70000,2021,
2955,Software Engineer,l9ktm2ftokws01v1phq1a,,Amsterdam,🔒 Research and consulting company,"€86,000",86000,"€78K salary, €8K bonus, €3K relocation","€6,500/month",78000,2021,
2956,Mid-level Software Engineer,vgkte68oq5tawpp5xa9w,,Delft (hybrid option),OGD,"€40,200",40200,€40K salary,"€3,348/month",40200,2020,
2957,Developer,2ykte48d3t9fuq7dhoiju,,Hybrid option,🔒 Digital agency,"€57,500",57500,"€58K salary, €0K benefits","€4,800/month",57500,2021,
2958,🔒 Above senior-level position within software engineering,3xktxd8w4lq1nq4no132i,,Amsterdam,Booking.com,"€109,000",109000,"€95K salary, €14K bonus","€7,917/month",95000,2021,
2959,🔒 Senior-level position within software engineering,rbktw1vtkrpwzcav6jqi,,Amsterdam,Booking.com,"€118,000",118000,"€85K salary, €13K bonus, €20K equity/year","€7,083/month",85000,2021,
2960,🔒 Above senior-level position within software engineering,bcktvyxx7o0m4kopp22t2,,Amsterdam,Booking.com,"€130,000",130000,"€100K salary, €20K bonus, €10K equity/year","€8,333/month",100000,2021,
2961,Backend Developer,uoktj4afhbibre46n0x5r,,Amsterdam,Booking.com,"€97,500",97500,"€80K salary, €12K bonus, €6K equity/year, €3K benefits, €8K relocation","€6,667/month",80000,2021,
2962,Software Engineer,d0ktbp24h1osbpwew2ipa,,Amsterdam,Booking.com,"€125,000",125000,"€92K salary, €14K bonus, €20K equity/year, €6K relocation","€7,667/month",92000,2021,
2963,🔒 Senior-level position within software engineering,haksyz1yasqwgsrizbbj,,Amsterdam,Booking.com,"€113,000",113000,"€81K salary, €12K bonus, €20K equity/year, €8K relocation","€6,750/month",81000,2021,
2964,Senior Full Stack Developer,i1ksr91hdzzsdpuaxpnb,,Amsterdam (flexible days),Booking.com,"€125,000",125000,"€98K salary, €20K bonus, €8K equity/year","€8,167/month",98000,2021,
2965,Software Developer,2iksq229jlz4swnzuk25,,Amsterdam,Booking.com,"€108,000",108000,"€84K salary, €13K bonus, €5K sign-on, €7K equity/year, €5K relocation","€7,000/month",84000,2021,
2966,User Researcher,6wkspwjfrsqkpu395ljk,,Amsterdam,Booking.com,"€92,000",92000,"€80K salary, €12K bonus, €3K benefits","€6,667/month",80000,2021,
2967,Senior Cloud Engineer,yqktq08i5btkt4yk4l6t,,Amsterdam (hybrid option),TMNL,"€118,000",118000,"€110K salary, €8K bonus","€9,167/month",110000,2021,
2968,Software Engineer,n5kteg1mk9pzgh0fgjtwf,,Nijmegen,🔒 Customer data company,"€44,400",44400,"€44K salary, €2K benefits","€3,700/month",44400,2021,
2969,Software Engineer (Backend),kdkuofobn7i61i65mdq8b,,Flexible days,Adyen,"€97,000",97000,€97K salary,"€8,083/month",97000,2021,
2970,Junior Frontend Developer,egkumtfs5it38d2wpgoo,,Flexible days,🔒 Retail company,"€48,000",48000,"€41K salary, €7K bonus","€3,420/month",41000,2020,
2971,🔒 Mid-level position within engineering management,8pkv03qs1yodx52zvj9ib,,Amsterdam,Beat,"€113,000",113000,"€103K salary, €10K bonus","€8,583/month",103000,2021,
2972,🔒 Senior-level position within software engineering,33kv03vcmlfzju1hzptls,,Amsterdam,Beat,"€102,000",102000,"€85K salary, €9K bonus, €9K sign-on","€7,083/month",85000,2019,
2973,Senior Software Developer,vkkuxkbdw0nnfd7cq52eo,,Amsterdam,TripActions,"€105,000",105000,€105K salary,"€8,730/month",105000,2021,
2974,🔒 Senior-level position within software engineering,xmkuwtolk3t1kvewz77xa,,Amsterdam (hybrid option),MessageBird,"€82,000",82000,"€82K salary, €2K relocation","€6,833/month",82000,2021,
2975,Design Engineer,0okwv5yitg7bplglyx6ua,,Flexible days,🔒 Semiconductor industry company,"€86,000",86000,"€74K salary, €12K bonus","€6,167/month",74000,2021,
2976,Engineering Manager,sekvpm0u83i64c1fuyape,,Amsterdam (hybrid option),🔒 File sharing service company,"€90,000",90000,"€90K salary, €3K benefits","€7,500/month",90000,2021,
2977,Staff Software Engineer,dqkvhu09makhvwtalb3ra,,Amsterdam (remote from anywhere),🔒 Global SaaS company,"€103,000",103000,€103K salary,"€8,550/month",103000,2021,
2978,Expert Software Engineer,ymkv6znsok83bw9ds50t5,,Utrecht (hybrid option),Bol.com,"€85,500",85500,"€79K salary, €7K bonus","€6,542/month",78500,2021,
2979,🔒 Senior-level position within software engineering,c9kuzztzjxhf27uflqnn,,Amsterdam,Adyen,"€93,000",93000,€93K salary,"€7,750/month",93000,2021,
2980,🔒 Senior-level position within software engineering,q7kuu9276c5v7z1tks97p,,Amsterdam,DEGIRO,"€75,000",75000,€75K salary,"€6,250/month",75000,2021,
2981,Product owner,96kuctjldq6k6mmklwqzq,,,🔒 Well known bank,"€65,000",65000,€65K salary,"€5,417/month",65000,2021,
2982,Cloud architect,bwktikxf9ldqxecd2g4e4,,Amsterdam (hybrid option),Liberty ,"€109,000",109000,"€95K salary, €14K bonus, €5K relocation","€7,917/month",95000,2021,
2983,🔒 Senior-level position within design,ksj5vnhfgic12eahkqc,,Amsterdam,Booking.com,"€107,000",107000,"€83K salary, €12K bonus, €5K sign-on, €7K equity/year","€6,917/month",83000,2021,
2984,Product manager ,ksi0t42wiw5fye04859,,Amsterdam,🔒 Travel sector company,"€124,000",124000,"€90K salary, €14K bonus, €20K sign-on","€7,500/month",90000,,
2985,Software Developer,kshaf1e7uwb9189j6df,,Amsterdam,Booking.com,"€119,000",119000,"€86K salary, €13K bonus, €20K equity/year","€7,200/month",86500,2021,
2986,🔒 Mid-level position within software engineering,ksh5k1mbcw3kht29naf,,Amsterdam (flexible days),Booking.com,"€109,000",109000,"€89K salary, €13K bonus, €7K equity/year, €2K benefits","€7,417/month",89000,2021,
2987,Software Developer,ksa7zg8y32qq6t875p2,,Amsterdam,Booking.com,"€98,500",98500,"€80K salary, €12K bonus, €7K equity/year","€6,667/month",80000,,
2988,Senior Backend Engineer,eykv9p6j1ky0gz38sgb4,,Amsterdam (hybrid option),🔒 File sharing service company,"€105,000",105000,"€70K salary, €7K bonus, €28K equity/year, €8K benefits, €5K relocation","€5,867/month",70500,2021,
2989,Senior Solutions Architect,s9kvgkv065j8oln45yk7,,Amsterdam (flexible days),🔒 Cloud platform,"€108,000",108000,"€92K salary, €16K equity/year","€7,650/month",92000,2021,
2990,🔒 Senior-level position within software engineering,ktkv9ykvgz5rbyv19h78i,,Amsterdam,Adidas,"€75,000",75000,€75K salary,"€6,250/month",75000,2021,
2991,🔒 Mid-level position within software engineering,94kvktmkixz9sgxdxl6h,,Randstad (hybrid option),Bynder,"€44,600",44600,€45K salary,"€3,720/month",44600,2020,
2992,🔒 Senior-level position within software engineering,c7kvpc0fw3laxiy7f3ki,,Amsterdam,Backbase,"€79,000",79000,"€73K salary, €6K bonus","€6,083/month",73000,2021,
2993,Lead Engineer ,l1kvimptt0dy0d6vxhc2g,,Utrecht,🔒 IT consulting,"€84,000",84000,"€73K salary, €11K bonus","€6,100/month",73000,2021,
